project_cnt,success_usd_pledged_real,success_usd_goal_real,success_cnt,year_launched,main_category_group,state,country,usd_pledged_real,usd_goal_real
104,232507.3,151121.73,104,2015,"Arts, Crafts & Phography",successful,AU,232507.3,151121.73
722,2307737.19,1848323.23,722,2013,"Dance, Music & Theater",successful,GB,2307737.19,1848323.23
14,0,0,0,2014,"Arts, Crafts & Phography",failed,DK,414.5,339934.73
1686,0,0,0,2014,"Film, Video & Journalism",failed,GB,1142945.92,56738785.7
232,4229753.17,2035160.85,232,2013,Design,successful,GB,4229753.17,2035160.85
34,0,0,0,2016,Comics & Publishing,failed,NZ,7923.02,178774.46
108,0,0,0,2015,Games & Technology,failed,NO,50290.55,2028057.53
412,8345431.61,2666150.61,412,2015,Games & Technology,successful,CA,8345431.61,2666150.61
180,0,0,0,2012,"Film, Video & Journalism",failed,GB,198709.21,4668824.08
2471,102295503.12,31745265.99,2471,2012,Games & Technology,successful,US,102295503.12,31745265.99
42,0,0,0,2017,Games & Technology,failed,AT,157796.89,3431847.59
4,8069.66,1939.25,4,2016,"Arts, Crafts & Phography",successful,LU,8069.66,1939.25
16,50738.87,19590.05,16,2014,"Arts, Crafts & Phography",successful,SE,50738.87,19590.05
575,0,0,0,2015,Design,failed,GB,789356.38,29595897.67
45,2169945.53,176637.44,45,2016,Games & Technology,successful,SE,2169945.53,176637.44
98,0,0,0,2016,"Film, Video & Journalism",failed,FR,17718.64,3091982.95
5730,46357307.46,38234237,5730,2014,"Film, Video & Journalism",successful,US,46357307.46,38234237
24,78134.04,67486.73,24,2015,"Dance, Music & Theater",successful,NO,78134.04,67486.73
66,735525.43,581570.86,66,2013,Food,successful,GB,735525.43,581570.86
108,0,0,0,2017,Design,failed,CA,286244.75,2828348.65
139,0,0,0,2016,Games & Technology,failed,CH,150153.09,3852577.54
12791,0,0,0,2015,Games & Technology,failed,US,12386277.38,1034447397
2627,0,0,0,2013,Design,failed,US,5002227.98,44157956
30,0,0,0,2017,Games & Technology,failed,IE,60455.75,480351.39
736,0,0,0,2014,Games & Technology,failed,AU,661022.66,105893861.98
8,0,0,0,2017,Food,failed,IE,5538.89,83857.48
4,11890.52,8291.54,4,2015,Fashion,successful,NZ,11890.52,8291.54
10,18420.34,15315.76,10,2016,Comics & Publishing,successful,DK,18420.34,15315.76
16,381839.31,355541.25,16,2016,"Dance, Music & Theater",successful,IT,381839.31,355541.25
12,0,0,0,2016,Fashion,failed,AT,10775.58,88792.98
15,724056.06,89485.83,15,2017,"Arts, Crafts & Phography",successful,IT,724056.06,89485.83
3000,0,0,0,2011,"Arts, Crafts & Phography",failed,US,913001.4,15149336.01
40,0,0,0,2017,Design,failed,MX,8728.33,122456.95
2,104298.29,84843.3,2,2017,Food,successful,BE,104298.29,84843.3
22,113972.48,107496.33,22,2016,Food,successful,AU,113972.48,107496.33
14,295903.09,146329.37,14,2015,Fashion,successful,ES,295903.09,146329.37
20,0,0,0,2015,Fashion,failed,IE,14983.9,278963.62
16,127236.2,119979.88,16,2017,"Film, Video & Journalism",successful,NZ,127236.2,119979.88
2,0,0,0,2017,Food,failed,LU,8893.95,62421.74
42,231032.7,146100.87,42,2016,Comics & Publishing,successful,ES,231032.7,146100.87
44,335482.13,229199.66,44,2017,"Arts, Crafts & Phography",successful,FR,335482.13,229199.66
69,221864.23,177045.58,69,2016,"Dance, Music & Theater",successful,FR,221864.23,177045.58
14,208233.69,108710.71,14,2017,Design,successful,BE,208233.69,108710.71
154,4758306.3,869074.31,154,2016,Design,successful,AU,4758306.3,869074.31
22,0,0,0,2013,"Arts, Crafts & Phography",failed,AU,11084.91,9980437.69
8,0,0,0,2016,Games & Technology,failed,LU,9107.84,124657.96
37,0,0,0,2016,"Dance, Music & Theater",failed,DK,2749.93,108396.64
14,0,0,0,2015,Fashion,failed,NO,220.11,31853
32,0,0,0,2012,Design,failed,GB,85463.46,1190973.27
35,0,0,0,2017,Comics & Publishing,failed,ES,31789.78,380671.78
28,0,0,0,2017,"Arts, Crafts & Phography",failed,NL,22807.79,796746.74
4,0,0,0,2017,Food,failed,NO,2007.75,135378.23
170,499452.51,301267.15,170,2015,Comics & Publishing,successful,AU,499452.51,301267.15
26,94056.67,86099.93,26,2016,"Dance, Music & Theater",successful,NL,94056.67,86099.93
24,1232417.31,622006.54,24,2017,Design,successful,DK,1232417.31,622006.54
23,123181.39,93060.58,23,2017,"Arts, Crafts & Phography",successful,NL,123181.39,93060.58
3351,0,0,0,2016,Design,failed,US,5264489.24,140615236
127,0,0,0,2016,"Dance, Music & Theater",failed,DE,23643.61,2228456.56
12,954538.87,174293.19,12,2015,Games & Technology,successful,AT,954538.87,174293.19
6,146250.2,102685.66,6,2014,Comics & Publishing,successful,SE,146250.2,102685.66
7,8789.23,8076.43,7,2016,Comics & Publishing,successful,LU,8789.23,8076.43
8,183699.36,78668.26,8,2017,Fashion,successful,HK,183699.36,78668.26
3,39447.72,35530.21,3,2017,Food,successful,DK,39447.72,35530.21
270,0,0,0,2015,Fashion,failed,AU,71553.15,2564546.39
11,0,0,0,2017,Comics & Publishing,failed,NO,4708.89,95167.83
69,0,0,0,2016,Food,failed,ES,15944.15,1250867.95
48,0,0,0,2014,Food,failed,NZ,11698.12,316110.37
40,0,0,0,2017,Food,failed,DE,15636.1,3172766.43
161,0,0,0,2016,"Film, Video & Journalism",failed,DE,75293.5,14297020.92
39,0,0,0,2017,Food,failed,AU,46925.3,1263911.36
118,0,0,0,2015,Fashion,failed,DE,33278.59,1141392.07
48,294048.34,215957.96,48,2015,"Film, Video & Journalism",successful,SE,294048.34,215957.96
3968,15488624.97,9827159,3968,2015,"Arts, Crafts & Phography",successful,US,15488624.97,9827159
4,14353.32,13174.03,4,2015,Food,successful,IT,14353.32,13174.03
7,39786.76,36308.83,7,2017,"Film, Video & Journalism",successful,BE,39786.76,36308.83
80,0,0,0,2014,Design,failed,NL,145229.04,1776801.49
176,961733.83,836698.26,176,2016,"Film, Video & Journalism",successful,CA,961733.83,836698.26
1184,13646861.78,7642789,1184,2016,Food,successful,US,13646861.78,7642789
219,6811237.44,1207747.57,219,2016,Design,successful,CA,6811237.44,1207747.57
659,2551481.85,1719469.3,659,2016,Comics & Publishing,successful,GB,2551481.85,1719469.3
10,75569.18,71138.96,10,2014,Food,successful,NZ,75569.18,71138.96
9,0,0,0,2017,"Film, Video & Journalism",failed,BE,787.55,173866.89
24,1579585.34,194866.47,24,2015,Design,successful,IT,1579585.34,194866.47
1266,0,0,0,2010,"Arts, Crafts & Phography",failed,US,332558.86,4525692.37
172,1113904.47,916122.03,172,2014,"Film, Video & Journalism",successful,AU,1113904.47,916122.03
61,395884.18,293997.21,61,2016,Food,successful,CA,395884.18,293997.21
2532,125177294.16,24845302,2532,2016,Design,successful,US,125177294.16,24845302
416,0,0,0,2016,Games & Technology,failed,ES,252030.83,14404768.62
90,0,0,0,2015,"Dance, Music & Theater",failed,FR,17940.85,4218938.38
22,259165.57,103112.61,22,2014,Design,successful,NZ,259165.57,103112.61
318,0,0,0,2015,Comics & Publishing,failed,AU,61834.32,2272063.53
84,0,0,0,2015,Comics & Publishing,failed,IT,32469.01,1762135.37
2,10038.31,8263.65,2,2017,Food,successful,SE,10038.31,8263.65
1062,5138461.32,4178423.5,1062,2013,"Film, Video & Journalism",successful,GB,5138461.32,4178423.5
23,0,0,0,2016,Food,failed,SE,2687.64,554151.14
170,0,0,0,2014,"Arts, Crafts & Phography",failed,NL,37569.17,87357158.62
20,497963.12,186378.49,20,2016,Games & Technology,successful,HK,497963.12,186378.49
74,848237.23,254941.16,74,2013,Comics & Publishing,successful,CA,848237.23,254941.16
7448,31919813.35,26097830,7448,2014,"Dance, Music & Theater",successful,US,31919813.35,26097830
23,0,0,0,2016,Design,failed,SG,28121.88,107491.89
1,215487.75,177794.64,1,2017,"Film, Video & Journalism",successful,LU,215487.75,177794.64
2500,211799190.32,40832601,2500,2017,Games & Technology,successful,US,211799190.32,40832601
51,0,0,0,2016,Design,failed,DK,30696.14,1020402.5
32,0,0,0,2015,"Arts, Crafts & Phography",failed,BE,8286.32,161535.45
17,1122053.22,464172.3,17,2017,Design,successful,SE,1122053.22,464172.3
100,0,0,0,2015,Fashion,failed,IT,35004.3,2047430.74
2,0,0,0,2016,"Film, Video & Journalism",failed,LU,16.45,987.3
44,0,0,0,2017,Food,failed,IT,28981.98,4479572.76
14,0,0,0,2014,Food,failed,NO,22.64,115981.33
14,12763.64,11852.92,14,2015,"Film, Video & Journalism",successful,NO,12763.64,11852.92
269,1209171.05,612727,269,2010,Games & Technology,successful,US,1209171.05,612727
57,0,0,0,2017,"Arts, Crafts & Phography",failed,FR,41673.11,29243064.26
199,8871764.84,2465738.2,199,2016,Games & Technology,successful,DE,8871764.84,2465738.2
45,0,0,0,2017,Fashion,failed,FR,71399.72,1001667.62
4,0,0,0,2016,"Dance, Music & Theater",failed,LU,102.62,2255.2
3,21577.89,18371.21,3,2017,Fashion,successful,JP,21577.89,18371.21
80,0,0,0,2015,Food,failed,FR,15438.7,1773268.99
7628,0,0,0,2012,Comics & Publishing,failed,US,2646586.43,50239059.15
24,86144.2,76796.19,24,2015,Comics & Publishing,successful,FR,86144.2,76796.19
10,0,0,0,2014,Comics & Publishing,failed,NO,27.31,137957.56
4,65023.92,34110.92,4,2014,Fashion,successful,DK,65023.92,34110.92
8,0,0,0,2017,Food,failed,NZ,9759.21,106956.32
28,32609.42,29154.23,28,2015,"Dance, Music & Theater",successful,ES,32609.42,29154.23
24,724143.53,559606.47,24,2015,Games & Technology,successful,IE,724143.53,559606.47
40,0,0,0,2015,Fashion,failed,NZ,6745.34,195795.95
706,0,0,0,2013,"Arts, Crafts & Phography",failed,GB,322895.24,3903564.17
8006,0,0,0,2014,Comics & Publishing,failed,US,2754317.29,297914636
250,0,0,0,2014,Food,failed,AU,92769.66,8290866.22
18,29532.82,23336.96,18,2015,Comics & Publishing,successful,IT,29532.82,23336.96
40,53027.85,41939.26,40,2015,"Dance, Music & Theater",successful,DK,53027.85,41939.26
5,22825.69,16851.23,5,2016,"Dance, Music & Theater",successful,SG,22825.69,16851.23
15,34292.14,21176.27,15,2017,"Arts, Crafts & Phography",successful,SG,34292.14,21176.27
23,205125.38,165537.09,23,2016,Games & Technology,successful,BE,205125.38,165537.09
4,6836.01,6266.06,4,2015,"Dance, Music & Theater",successful,LU,6836.01,6266.06
18,0,0,0,2014,Comics & Publishing,failed,SE,6813.32,121183.69
207,6581049.65,1916218.84,207,2017,Games & Technology,successful,CA,6581049.65,1916218.84
10,0,0,0,2013,Food,failed,AU,981.13,142153.33
324,1052504.94,783339.11,324,2014,"Dance, Music & Theater",successful,CA,1052504.94,783339.11
18,0,0,0,2017,"Arts, Crafts & Phography",failed,HK,1624.54,76660.93
12,55827.99,40254.36,12,2017,"Dance, Music & Theater",successful,NO,55827.99,40254.36
4,56757.01,36071.51,4,2016,"Arts, Crafts & Phography",successful,NO,56757.01,36071.51
6,5046.92,4805.76,6,2014,Games & Technology,successful,NO,5046.92,4805.76
511,0,0,0,2016,Games & Technology,failed,DE,637015.15,21424131.73
24,750096.19,253634.45,24,2017,Design,successful,IT,750096.19,253634.45
42,162124.58,141142.63,42,2015,Comics & Publishing,successful,NL,162124.58,141142.63
78,166228.9,146834.31,78,2016,"Dance, Music & Theater",successful,AU,166228.9,146834.31
63,523339.5,224403.92,63,2017,"Arts, Crafts & Phography",successful,AU,523339.5,224403.92
27,0,0,0,2017,"Arts, Crafts & Phography",failed,SG,17401.05,132822.01
78,0,0,0,2016,Games & Technology,failed,DK,109019.4,978679.71
4832,26932250.89,14947768,4832,2013,Comics & Publishing,successful,US,26932250.89,14947768
3,10847.88,9769.51,3,2017,Food,successful,IT,10847.88,9769.51
148,2020294.48,838031.66,148,2015,Design,successful,AU,2020294.48,838031.66
34,182020.55,119430.36,34,2016,Comics & Publishing,successful,NZ,182020.55,119430.36
16,215513.84,207973.5,16,2017,"Film, Video & Journalism",successful,ES,215513.84,207973.5
6,85235.39,35576.25,6,2014,"Film, Video & Journalism",successful,IE,85235.39,35576.25
25,0,0,0,2016,Comics & Publishing,failed,BE,9713.49,205807.16
11,68819.19,66502.31,11,2017,"Film, Video & Journalism",successful,DK,68819.19,66502.31
128,909011.81,550504.32,128,2014,Fashion,successful,CA,909011.81,550504.32
22,74178.9,67703.74,22,2015,Food,successful,AU,74178.9,67703.74
286,717807.92,610333,286,2009,"Film, Video & Journalism",successful,US,717807.92,610333
29,292039.42,198303.7,29,2016,Fashion,successful,ES,292039.42,198303.7
12,0,0,0,2014,Food,failed,IE,2130.33,95545.81
144,0,0,0,2012,Comics & Publishing,failed,GB,53782.79,925834.99
58,1061303.83,903893.08,58,2017,Food,successful,GB,1061303.83,903893.08
1,10404.5,9665.57,1,2016,Food,successful,MX,10404.5,9665.57
67,0,0,0,2016,Comics & Publishing,failed,FR,43408.24,561782.47
86,0,0,0,2014,Fashion,failed,NL,48907.07,658092.87
2,4166.48,3307.39,2,2017,Comics & Publishing,successful,HK,4166.48,3307.39
515,2594624.55,2109417.19,515,2011,Food,successful,US,2594624.55,2109417.19
8,25438.65,23897.69,8,2014,"Dance, Music & Theater",successful,SE,25438.65,23897.69
2,3346.06,3340.5,2,2016,"Dance, Music & Theater",successful,LU,3346.06,3340.5
12,1096692.94,548558.1,12,2015,Games & Technology,successful,BE,1096692.94,548558.1
2,15395.33,12366.4,2,2017,"Arts, Crafts & Phography",successful,LU,15395.33,12366.4
13,0,0,0,2017,"Film, Video & Journalism",failed,DK,18700.15,456474.06
387,4703322.2,2582125.54,387,2014,Design,successful,GB,4703322.2,2582125.54
371,0,0,0,2017,"Arts, Crafts & Phography",failed,GB,410885.73,4897507.06
42,1860228.71,632794.94,42,2017,Games & Technology,successful,SE,1860228.71,632794.94
12,0,0,0,2015,Comics & Publishing,failed,CH,170.18,132965.63
14,42241.37,35388.5,14,2015,"Arts, Crafts & Phography",successful,NO,42241.37,35388.5
68,0,0,0,2017,Design,failed,HK,271849.4,1542775.67
5044,0,0,0,2016,Comics & Publishing,failed,US,1663445.5,49136166
104,0,0,0,2015,"Arts, Crafts & Phography",failed,SE,15403.06,415190.78
21,123131.18,111081.88,21,2016,Comics & Publishing,successful,NL,123131.18,111081.88
70,0,0,0,2017,"Film, Video & Journalism",failed,DE,45123.76,109914902.89
604,12341673.2,3283743,604,2011,Design,successful,US,12341673.2,3283743
480,1637599.04,1221063.09,480,2013,"Arts, Crafts & Phography",successful,GB,1637599.04,1221063.09
88,161023.96,141237.65,88,2015,"Dance, Music & Theater",successful,AU,161023.96,141237.65
125,750143.74,655572.2,125,2014,Food,successful,GB,750143.74,655572.2
691,0,0,0,2015,"Film, Video & Journalism",failed,CA,196092.58,127076854.41
35,0,0,0,2016,Comics & Publishing,failed,NO,11377.57,299261.01
4,345580.1,32183.13,4,2015,Fashion,successful,NO,345580.1,32183.13
136,0,0,0,2015,Games & Technology,failed,NZ,61223.4,2341738.04
68,0,0,0,2015,Design,failed,ES,83301.03,6240187.23
28,80000.26,50567.42,28,2015,Comics & Publishing,successful,NZ,80000.26,50567.42
150,0,0,0,2013,Food,failed,GB,99346.04,2012414.34
54,0,0,0,2013,Fashion,failed,CA,54936.83,378688.39
1394,0,0,0,2017,Fashion,failed,US,992895.08,21835544
33,152420.2,95102.83,33,2017,Comics & Publishing,successful,MX,152420.2,95102.83
62,0,0,0,2016,"Dance, Music & Theater",failed,FR,9769.37,493783.52
322,0,0,0,2015,Games & Technology,failed,ES,219324.7,22414247.18
84,0,0,0,2012,"Dance, Music & Theater",failed,GB,19255.72,578391.44
10,96226.85,27217.72,10,2015,Fashion,successful,SE,96226.85,27217.72
27,394763.38,166120.85,27,2016,Fashion,successful,DK,394763.38,166120.85
1,0,0,0,2017,"Arts, Crafts & Phography",failed,LU,1533.16,7844.07
18,137831.56,121567.37,18,2015,"Film, Video & Journalism",successful,ES,137831.56,121567.37
7,45878.28,38717.4,7,2016,Comics & Publishing,successful,MX,45878.28,38717.4
30,131287.31,69638.36,30,2015,"Film, Video & Journalism",successful,DK,131287.31,69638.36
1054,0,0,0,2014,"Dance, Music & Theater",failed,GB,324619.94,8266492.37
21,896264.76,289912.86,21,2016,Design,successful,HK,896264.76,289912.86
330,2600527.31,1793098.33,330,2014,"Film, Video & Journalism",successful,CA,2600527.31,1793098.33
110,0,0,0,2016,Fashion,failed,FR,75576.12,1355930.2
5574,226583530.62,58355267,5574,2015,Games & Technology,successful,US,226583530.62,58355267
88,0,0,0,2017,"Film, Video & Journalism",failed,AU,135695.3,6937968.67
553,2381813.1,1655560.1,553,2014,Comics & Publishing,successful,GB,2381813.1,1655560.1
4,11509.65,10250.28,4,2017,"Film, Video & Journalism",successful,NO,11509.65,10250.28
6,0,0,0,2014,"Dance, Music & Theater",failed,IE,149.8,17244.38
68,0,0,0,2017,"Film, Video & Journalism",failed,IT,70632.27,26718457.69
86,197121.92,174308,86,2010,Fashion,successful,US,197121.92,174308
859,5296870.2,2615274.5,859,2012,Fashion,successful,US,5296870.2,2615274.5
100,431022.91,397977.76,100,2016,"Film, Video & Journalism",successful,AU,431022.91,397977.76
32,0,0,0,2016,Food,failed,NZ,13881.54,1514022.69
2048,5776407.76,4238623.79,2048,2011,Comics & Publishing,successful,US,5776407.76,4238623.79
196,0,0,0,2016,Games & Technology,failed,NL,476236.33,7074782.02
10,36818.82,23507.93,10,2016,Fashion,successful,BE,36818.82,23507.93
25,485020.4,195950.79,25,2017,Fashion,successful,AU,485020.4,195950.79
1063,0,0,0,2010,Comics & Publishing,failed,US,229599.88,3040664.29
1,0,0,0,2016,"Dance, Music & Theater",failed,SG,0,2137.21
4,5940.66,4004.5,4,2014,"Dance, Music & Theater",successful,IE,5940.66,4004.5
14,48438.48,45663.35,14,2017,"Dance, Music & Theater",successful,ES,48438.48,45663.35
34,294739.57,103092.8,34,2016,"Arts, Crafts & Phography",successful,ES,294739.57,103092.8
10,0,0,0,2016,"Film, Video & Journalism",failed,SG,1291.08,508859.87
174,0,0,0,2013,Comics & Publishing,failed,CA,67892.43,902782.22
8,411600.55,187643.31,8,2017,Games & Technology,successful,IE,411600.55,187643.31
4408,0,0,0,2014,Design,failed,US,5138563.62,76410728
26,0,0,0,2015,Fashion,failed,SE,6333.12,2771774
222,0,0,0,2015,Games & Technology,failed,SE,76062.52,5034008.4
6,178264.12,121545.7,6,2014,Games & Technology,successful,DK,178264.12,121545.7
19,273273.78,159696.81,19,2017,Comics & Publishing,successful,IT,273273.78,159696.81
20,78636.36,72932.37,20,2017,"Dance, Music & Theater",successful,DK,78636.36,72932.37
31,56817.6,39935.71,31,2016,"Arts, Crafts & Phography",successful,DK,56817.6,39935.71
112,1136348.32,563442.24,112,2016,Fashion,successful,CA,1136348.32,563442.24
598,0,0,0,2017,Games & Technology,failed,GB,1101894.12,31272719.57
16,0,0,0,2017,Food,failed,SE,27429.89,489730.61
632,0,0,0,2011,Food,failed,US,458549.34,4810302.74
14,0,0,0,2014,"Film, Video & Journalism",failed,IE,36384.29,132895.56
366,788994.71,642176.91,366,2009,"Dance, Music & Theater",successful,US,788994.71,642176.91
46,0,0,0,2017,"Dance, Music & Theater",failed,IT,9181.13,3293401.02
13,0,0,0,2017,Design,failed,DK,20152.6,188921.31
64,0,0,0,2015,"Arts, Crafts & Phography",failed,NZ,4156.49,113795.3
34,0,0,0,2017,"Dance, Music & Theater",failed,AU,15964.62,189947.98
34,0,0,0,2017,Design,failed,SG,88995.45,475702.57
10,94896.27,85122.37,10,2015,Fashion,successful,IT,94896.27,85122.37
12,58708.73,34637.57,12,2014,Fashion,successful,NZ,58708.73,34637.57
4,0,0,0,2016,"Film, Video & Journalism",failed,HK,47.71,52864.88
100,0,0,0,2016,Food,failed,IT,18398.68,2885896.13
1044,16844950.81,6113596,1044,2016,Fashion,successful,US,16844950.81,6113596
32,343747.87,261493.03,32,2017,Comics & Publishing,successful,FR,343747.87,261493.03
6,0,0,0,2014,"Arts, Crafts & Phography",failed,NO,31.36,4711.7
4739,0,0,0,2012,"Arts, Crafts & Phography",failed,US,1950907.7,27367965.15
73,251048.79,183324.58,73,2016,"Arts, Crafts & Phography",successful,DE,251048.79,183324.58
35,194471.26,174018.42,35,2017,"Dance, Music & Theater",successful,DE,194471.26,174018.42
12,14308.33,12338.97,12,2013,"Dance, Music & Theater",successful,NZ,14308.33,12338.97
160,0,0,0,2015,Games & Technology,failed,DK,145793.78,4354880.04
31,0,0,0,2017,Comics & Publishing,failed,FR,19635.14,237584.5
16,0,0,0,2013,Fashion,failed,AU,6839.63,70507.5
14,372343.44,134072.89,14,2017,Fashion,successful,SE,372343.44,134072.89
16,0,0,0,2017,"Film, Video & Journalism",failed,NZ,79316.23,503044.47
8466,0,0,0,2014,"Arts, Crafts & Phography",failed,US,2443708.41,121240402
26,87410.23,52938.85,26,2015,"Arts, Crafts & Phography",successful,IE,87410.23,52938.85
792,0,0,0,2013,Comics & Publishing,failed,GB,293256.1,5357133.76
326,0,0,0,2017,Games & Technology,failed,CA,388729.34,13412529.8
594,0,0,0,2015,Games & Technology,failed,DE,522541.86,32109599.4
1852,0,0,0,2012,Design,failed,US,4060707.84,31632304
62,0,0,0,2014,Comics & Publishing,failed,NL,41753.28,435289.5
4,13594,10312.96,4,2016,"Arts, Crafts & Phography",successful,HK,13594,10312.96
3,17044.95,16015.52,3,2017,"Dance, Music & Theater",successful,HK,17044.95,16015.52
14,280978.95,115101.94,14,2014,Design,successful,DK,280978.95,115101.94
336,0,0,0,2015,"Arts, Crafts & Phography",failed,AU,25445.3,2080272.62
13,0,0,0,2017,"Dance, Music & Theater",failed,NZ,21626.96,109595.86
160,0,0,0,2015,"Arts, Crafts & Phography",failed,IT,17179.43,51796225.98
415,0,0,0,2016,Design,failed,GB,661705.81,7264243.71
15,178242.07,143386.06,15,2017,"Film, Video & Journalism",successful,SE,178242.07,143386.06
1548,15887514.94,7481407,1548,2017,"Arts, Crafts & Phography",successful,US,15887514.94,7481407
4457,22230683.07,17000354,4457,2016,"Dance, Music & Theater",successful,US,22230683.07,17000354
4,4261.92,3546.54,4,2015,"Film, Video & Journalism",successful,BE,4261.92,3546.54
23,51617.11,36149.52,23,2013,Comics & Publishing,successful,AU,51617.11,36149.52
4,0,0,0,2015,Comics & Publishing,failed,BE,17.82,1148.09
1181,2257137.59,1866689.43,1181,2010,"Arts, Crafts & Phography",successful,US,2257137.59,1866689.43
2,26059.42,23379.78,2,2014,Food,successful,DK,26059.42,23379.78
2,0,0,0,2014,Fashion,failed,IE,0,56490.15
9,0,0,0,2017,Food,failed,BE,4697.25,1039523.25
6,70340.37,44030.74,6,2016,Food,successful,IT,70340.37,44030.74
44,465227.9,247902.59,44,2014,Fashion,successful,AU,465227.9,247902.59
112,1840516.58,753904.08,112,2015,Games & Technology,successful,NL,1840516.58,753904.08
152,4917180.57,1591361.31,152,2015,Games & Technology,successful,FR,4917180.57,1591361.31
191,0,0,0,2016,Fashion,failed,AU,52897,880608.54
27,0,0,0,2016,"Dance, Music & Theater",failed,NO,3621.23,70473.34
40,0,0,0,2015,Food,failed,ES,2868.72,1035328.29
98,0,0,0,2016,Fashion,failed,DE,68950.04,827440.69
50,423556.76,213756.06,50,2016,Comics & Publishing,successful,DE,423556.76,213756.06
51,0,0,0,2017,Fashion,failed,ES,91657.27,1237842.91
5,0,0,0,2017,Food,failed,HK,77.26,151456.09
22,0,0,0,2015,"Dance, Music & Theater",failed,CH,2113.41,415141.54
30,371141.1,204692.85,30,2015,Games & Technology,successful,IT,371141.1,204692.85
30,0,0,0,2017,Games & Technology,failed,BE,112168.41,2021884.5
4310,0,0,0,2016,"Dance, Music & Theater",failed,US,1389544.93,89284968
2,9652.52,9135.24,2,2015,Design,successful,LU,9652.52,9135.24
2,5231.11,5108.5,2,2015,"Film, Video & Journalism",successful,CH,5231.11,5108.5
20,57826.93,50248.66,20,2015,Comics & Publishing,successful,IE,57826.93,50248.66
111,0,0,0,2016,"Film, Video & Journalism",failed,ES,111473.58,902719.49
