project_cnt,success_usd_pledged_real,success_usd_goal_real,success_cnt,year_launched,main_category_group,state,country,usd_pledged_real,usd_goal_real
4,19126.14,13909.6,4,2014,"Dance, Music & Theater",successful,NO,19126.14,13909.6
62,302856.1,209680.26,62,2012,Comics & Publishing,successful,GB,302856.1,209680.26
44,1708837.73,497301.96,44,2017,Design,successful,SG,1708837.73,497301.96
65,0,0,0,2017,Food,failed,MX,11599.19,614106.69
935,0,0,0,2015,Comics & Publishing,failed,GB,352879.21,6414162.46
750,2875622.58,2030796.65,750,2014,"Arts, Crafts & Phography",successful,GB,2875622.58,2030796.65
18,0,0,0,2016,"Arts, Crafts & Phography",failed,AT,26289.33,674804.37
130,0,0,0,2009,Comics & Publishing,failed,US,32040.43,338538
839,19809481.99,5352496.62,839,2016,Games & Technology,successful,GB,19809481.99,5352496.62
32,0,0,0,2017,Comics & Publishing,failed,SE,21591.35,408960.2
552,12742985.35,7366162,552,2017,Food,successful,US,12742985.35,7366162
28,0,0,0,2016,"Arts, Crafts & Phography",failed,IE,2129.1,161159.83
117,4074284.05,1101180.01,117,2017,Design,successful,CA,4074284.05,1101180.01
12,0,0,0,2017,"Arts, Crafts & Phography",failed,CH,5705.3,201735.25
25,0,0,0,2016,Fashion,failed,BE,24151.65,400666.56
3128,7322249.58,5893828.3,3128,2011,"Arts, Crafts & Phography",successful,US,7322249.58,5893828.3
39,429174.96,333491.9,39,2017,Food,successful,CA,429174.96,333491.9
1319,95838072.09,19818123,1319,2017,Design,successful,US,95838072.09,19818123
8,0,0,0,2013,Food,failed,NZ,11389.41,183065.37
50,0,0,0,2017,"Film, Video & Journalism",failed,FR,27536.6,1157238.79
16,84767.2,54034.67,16,2015,Food,successful,DE,84767.2,54034.67
18,0,0,0,2017,Comics & Publishing,failed,NZ,3986.7,118386.03
76,376608.16,342748.53,76,2015,"Film, Video & Journalism",successful,FR,376608.16,342748.53
1289,0,0,0,2013,"Film, Video & Journalism",failed,GB,822104.27,35451850.97
96,0,0,0,2014,"Dance, Music & Theater",failed,NL,5768.01,876632.15
2019,0,0,0,2012,Food,failed,US,1887383.12,24181930.32
6,107964.99,68160.58,6,2016,Design,successful,IE,107964.99,68160.58
184,0,0,0,2013,"Film, Video & Journalism",failed,CA,189439.94,4244787.3
2536,0,0,0,2010,"Dance, Music & Theater",failed,US,634918.09,8486406.93
15,0,0,0,2016,Comics & Publishing,failed,SG,1184.32,152750.9
22,0,0,0,2013,Games & Technology,failed,NZ,31095.04,391561.22
130,0,0,0,2015,"Arts, Crafts & Phography",failed,FR,29397.45,3319398.46
44,0,0,0,2016,Games & Technology,failed,MX,25261.22,416476.51
19,0,0,0,2016,Design,failed,NZ,45101.81,551516.26
4,13891.45,6687.29,4,2016,Food,successful,IE,13891.45,6687.29
18,0,0,0,2014,Comics & Publishing,failed,IE,6753.29,43320.61
3,0,0,0,2016,Comics & Publishing,failed,HK,5.16,21138.93
11,78535.85,49727.46,11,2017,"Arts, Crafts & Phography",successful,CH,78535.85,49727.46
10,47493.47,44490.62,10,2016,"Dance, Music & Theater",successful,CH,47493.47,44490.62
27,352441.24,195967.88,27,2016,Fashion,successful,NL,352441.24,195967.88
24,82814.53,64347.43,24,2014,"Dance, Music & Theater",successful,NZ,82814.53,64347.43
8,63994.24,46763.09,8,2016,Fashion,successful,SG,63994.24,46763.09
30,1015987.46,266891.93,30,2017,Games & Technology,successful,NZ,1015987.46,266891.93
4,15115.29,12651.42,4,2016,Food,successful,CH,15115.29,12651.42
158,0,0,0,2016,Design,failed,IT,192006.37,2959463.68
24,0,0,0,2015,Fashion,failed,DK,23766.13,269734.33
1,0,0,0,2017,"Dance, Music & Theater",failed,JP,1991.77,13472.25
994,0,0,0,2011,Design,failed,US,1093660.66,9987475.42
49,0,0,0,2017,Comics & Publishing,failed,IT,9008.25,865039.33
111,0,0,0,2017,Comics & Publishing,failed,AU,97644.25,1326497.45
7,0,0,0,2017,Food,failed,DK,10165.69,392395.3
11,0,0,0,2017,Food,failed,SG,1530.27,89078.81
150,574465.67,416584.79,150,2014,Comics & Publishing,successful,AU,574465.67,416584.79
6,76569.58,40847.07,6,2013,Fashion,successful,AU,76569.58,40847.07
32,2718199.18,622797.27,32,2016,Design,successful,CH,2718199.18,622797.27
39,282801.3,225869.2,39,2016,Fashion,successful,FR,282801.3,225869.2
18,20256.7,13386.98,18,2012,"Arts, Crafts & Phography",successful,GB,20256.7,13386.98
834,3343239.99,2905647.63,834,2016,"Film, Video & Journalism",successful,GB,3343239.99,2905647.63
26,0,0,0,2017,Design,failed,SE,83438.82,861106.41
9,32062.53,22037.64,9,2016,"Arts, Crafts & Phography",successful,AT,32062.53,22037.64
1,1872.07,1836.84,1,2017,"Dance, Music & Theater",successful,AT,1872.07,1836.84
30,128823.32,102635.4,30,2015,Comics & Publishing,successful,SE,128823.32,102635.4
9,265088.12,208309.75,9,2017,Comics & Publishing,successful,BE,265088.12,208309.75
7106,0,0,0,2014,Food,failed,US,3682059.09,112926654
3922,0,0,0,2010,"Film, Video & Journalism",failed,US,1432873.44,86137263.73
16,0,0,0,2017,"Arts, Crafts & Phography",failed,BE,3083.78,318973.65
98,0,0,0,2013,"Dance, Music & Theater",failed,CA,61241.02,877392.64
308,1376764.45,907507.41,308,2016,Comics & Publishing,successful,CA,1376764.45,907507.41
8,141260.26,58183.02,8,2016,Design,successful,NO,141260.26,58183.02
67,0,0,0,2017,Food,failed,CA,53931.05,1670152.93
264,0,0,0,2017,Fashion,failed,GB,274201.67,3402194.96
2119,0,0,0,2013,Food,failed,US,2454728.45,24320054
8,294522.22,100644.71,8,2017,Food,successful,DE,294522.22,100644.71
674,0,0,0,2015,Food,failed,GB,204617.48,19622252.47
342,0,0,0,2015,Fashion,failed,CA,113362.89,2682580.91
6,55114.08,48705.11,6,2016,Food,successful,NO,55114.08,48705.11
4,17404.18,16348.23,4,2013,Comics & Publishing,successful,NZ,17404.18,16348.23
13,0,0,0,2016,"Dance, Music & Theater",failed,NZ,149.58,27465.56
16,301894.15,107824.56,16,2017,Comics & Publishing,successful,DE,301894.15,107824.56
84,4474976.14,1306206.35,84,2017,Design,successful,DE,4474976.14,1306206.35
248,10249287.88,2819607.37,248,2017,Design,successful,GB,10249287.88,2819607.37
4,17402.34,16077.22,4,2016,Design,successful,MX,17402.34,16077.22
855,0,0,0,2016,Games & Technology,failed,CA,928249.89,25083976.07
4222,0,0,0,2013,"Arts, Crafts & Phography",failed,US,1857335.26,45480797
6,71236.67,69777.9,6,2015,"Film, Video & Journalism",successful,AT,71236.67,69777.9
1003,0,0,0,2014,Comics & Publishing,failed,GB,423977.44,8165652.44
810,3235438.97,1751239.28,810,2015,"Arts, Crafts & Phography",successful,GB,3235438.97,1751239.28
8,19858.16,12007.73,8,2013,"Dance, Music & Theater",successful,AU,19858.16,12007.73
3971,24143873.03,12656997,3971,2016,Comics & Publishing,successful,US,24143873.03,12656997
25,0,0,0,2016,"Film, Video & Journalism",failed,NZ,10211.97,205506.44
302,0,0,0,2016,Design,failed,CA,418200.21,3982754.15
11,106987.42,74076.25,11,2016,Fashion,successful,NZ,106987.42,74076.25
193,0,0,0,2016,"Arts, Crafts & Phography",failed,IT,47101.58,7050554.49
1525,16046205.72,7457804,1525,2014,Fashion,successful,US,16046205.72,7457804
161,0,0,0,2016,"Arts, Crafts & Phography",failed,AU,25790.42,20001987
158,0,0,0,2017,Games & Technology,failed,ES,266951.19,9699850.05
186,5485515.9,2810262.68,186,2016,Games & Technology,successful,FR,5485515.9,2810262.68
6,0,0,0,2015,"Arts, Crafts & Phography",failed,LU,1576.42,142515.68
25,0,0,0,2016,"Film, Video & Journalism",failed,BE,1752.64,364541.65
3,19482.57,11091.26,3,2016,Fashion,successful,AT,19482.57,11091.26
36,186928.73,161278.71,36,2015,Comics & Publishing,successful,DE,186928.73,161278.71
115,2530722.18,894477.25,115,2016,Games & Technology,successful,IT,2530722.18,894477.25
16,116220.58,90592.34,16,2014,Fashion,successful,NL,116220.58,90592.34
12,0,0,0,2014,"Dance, Music & Theater",failed,SE,391.92,77120.32
23,55906.02,43176.84,23,2016,Comics & Publishing,successful,IE,55906.02,43176.84
42,185121.7,151436.55,42,2014,"Film, Video & Journalism",successful,NZ,185121.7,151436.55
22,0,0,0,2013,Design,failed,AU,51926.38,187359.09
9,27642.83,26100.17,9,2016,"Film, Video & Journalism",successful,CH,27642.83,26100.17
198,0,0,0,2016,Food,failed,CA,95641.82,3364019.25
505,0,0,0,2016,Fashion,failed,GB,186653.82,3069829.73
34,0,0,0,2014,"Film, Video & Journalism",failed,SE,9398.51,432663.08
22,0,0,0,2017,Games & Technology,failed,NO,24780.22,12920408.18
6,0,0,0,2014,Design,failed,IE,2790.72,152054.66
1,9186.41,9093.34,1,2017,"Film, Video & Journalism",successful,AT,9186.41,9093.34
984,2301324.53,1768563.35,984,2016,"Dance, Music & Theater",successful,GB,2301324.53,1768563.35
372,2972532.05,1326444.21,372,2017,"Arts, Crafts & Phography",successful,GB,2972532.05,1326444.21
2091,0,0,0,2012,Fashion,failed,US,956742.57,12252427.7
3431,0,0,0,2017,Games & Technology,failed,US,5773629.09,167352791
74,0,0,0,2015,Games & Technology,failed,IE,50015.62,14525501.26
3,14866.21,12335.66,3,2017,Games & Technology,successful,JP,14866.21,12335.66
19,0,0,0,2016,"Dance, Music & Theater",failed,BE,4505.92,304073.22
828,0,0,0,2014,"Arts, Crafts & Phography",failed,CA,143001.62,8656207.34
68,0,0,0,2015,Games & Technology,failed,AT,41673.13,922130.06
96,0,0,0,2009,Games & Technology,failed,US,9641.8,320594.14
6,10268.17,8693.45,6,2014,Design,successful,NO,10268.17,8693.45
82,0,0,0,2017,Design,failed,IT,156824.65,2558109.85
2,0,0,0,2014,Design,failed,NO,4.21,7015.48
2067,0,0,0,2015,Games & Technology,failed,GB,1668727.87,104757761.89
5,0,0,0,2016,Food,failed,SG,1181.57,46954.9
38,447147.49,220952.23,38,2015,Games & Technology,successful,NZ,447147.49,220952.23
10122,0,0,0,2012,"Film, Video & Journalism",failed,US,8485659.94,222983064.85
24,0,0,0,2016,Food,failed,DK,6488.67,323422.81
8,14316.03,10052.48,8,2015,"Arts, Crafts & Phography",successful,CH,14316.03,10052.48
50,0,0,0,2017,Games & Technology,failed,SE,76156.36,1480676.18
8,0,0,0,2014,"Film, Video & Journalism",failed,NO,523.88,59888
33,155089.59,84025.47,33,2017,Games & Technology,successful,MX,155089.59,84025.47
2,7441.38,7343.91,2,2014,Food,successful,NO,7441.38,7343.91
32,0,0,0,2016,Design,failed,SE,27862.01,578697.13
236,1711255.95,1001035.49,236,2015,Fashion,successful,GB,1711255.95,1001035.49
196,0,0,0,2015,"Dance, Music & Theater",failed,AU,17965.16,1124708.87
8459,0,0,0,2014,"Film, Video & Journalism",failed,US,7567777.23,674007625
68,0,0,0,2015,"Dance, Music & Theater",failed,IT,11495.87,8597036.84
15,0,0,0,2017,"Arts, Crafts & Phography",failed,NZ,15552.16,109069.01
6663,0,0,0,2014,"Dance, Music & Theater",failed,US,2553355.6,84661154
18,93133.49,81205.22,18,2013,"Film, Video & Journalism",successful,AU,93133.49,81205.22
122,0,0,0,2015,"Film, Video & Journalism",failed,IT,61143.79,9082904.55
395,0,0,0,2015,"Film, Video & Journalism",failed,AU,115014.66,20715450.34
8,23240.56,21825.16,8,2015,"Dance, Music & Theater",successful,AT,23240.56,21825.16
32,444094.4,211595.89,32,2015,Fashion,successful,DE,444094.4,211595.89
258,0,0,0,2014,Design,failed,AU,416970.25,4512911.5
16,0,0,0,2017,Design,failed,NZ,42118.99,699862.2
30,353888.15,227205.14,30,2017,Comics & Publishing,successful,SE,353888.15,227205.14
2,1338.56,1322.04,2,2015,Comics & Publishing,successful,BE,1338.56,1322.04
80,0,0,0,2015,Design,failed,FR,210820.19,3616575.65
8,0,0,0,2014,"Dance, Music & Theater",failed,NO,130.85,30605.07
8263,0,0,0,2012,"Dance, Music & Theater",failed,US,3197405.65,73122097.38
30,87427.17,69787.09,30,2014,"Arts, Crafts & Phography",successful,NL,87427.17,69787.09
3,0,0,0,2016,Comics & Publishing,failed,LU,7055.58,27993.98
87,2975974.34,1116386.33,87,2016,Games & Technology,successful,NL,2975974.34,1116386.33
28,0,0,0,2015,"Dance, Music & Theater",failed,NZ,9191.28,100718.54
83,0,0,0,2017,"Arts, Crafts & Phography",failed,IT,12231.11,1331423.13
5,31594.66,30724.97,5,2016,Fashion,successful,IE,31594.66,30724.97
777,0,0,0,2015,Fashion,failed,GB,353307.62,7666093.47
463,0,0,0,2015,Food,failed,CA,116277.76,11829382.65
9367,37236292.4,29844132,9367,2013,"Dance, Music & Theater",successful,US,37236292.4,29844132
82,0,0,0,2017,"Arts, Crafts & Phography",failed,AU,24664.27,876768.96
157,1501234.23,513585.9,157,2016,Comics & Publishing,successful,AU,1501234.23,513585.9
24,41773.46,33483.26,24,2015,"Dance, Music & Theater",successful,NL,41773.46,33483.26
6,11239.23,4168.18,6,2016,Food,successful,SG,11239.23,4168.18
121,0,0,0,2017,Fashion,failed,CA,229932.76,3788573.5
4,38558.79,34577.38,4,2016,Food,successful,NL,38558.79,34577.38
165,0,0,0,2017,Food,failed,GB,194052.2,4373023.41
6765,29278326.57,24569616.66,6765,2011,"Film, Video & Journalism",successful,US,29278326.57,24569616.66
2340,0,0,0,2013,Fashion,failed,US,1435350.24,19645329
2172,0,0,0,2017,Comics & Publishing,failed,US,1590627.5,48996167
48,0,0,0,2015,Comics & Publishing,failed,IE,3211.79,341312.39
6,29331.21,15143.76,6,2014,Fashion,successful,SE,29331.21,15143.76
12,0,0,0,2015,Comics & Publishing,failed,AT,7080,156896.06
63,213562.54,198744.69,63,2017,"Dance, Music & Theater",successful,MX,213562.54,198744.69
15,109414.09,55941.61,15,2016,"Arts, Crafts & Phography",successful,MX,109414.09,55941.61
24,0,0,0,2016,"Film, Video & Journalism",failed,DK,4575.55,1555695.26
769,0,0,0,2016,"Arts, Crafts & Phography",failed,GB,310119.53,6007881.15
28,61041.7,48628.41,28,2015,"Dance, Music & Theater",successful,NZ,61041.7,48628.41
13,0,0,0,2016,Fashion,failed,HK,3648.64,139773.04
18,0,0,0,2015,Fashion,failed,AT,1494.11,1311172.15
597,0,0,0,2014,Design,failed,GB,1075621.4,20816662.27
6,32597.71,22712.44,6,2017,"Dance, Music & Theater",successful,CH,32597.71,22712.44
16,131348.82,87545.78,16,2016,"Arts, Crafts & Phography",successful,CH,131348.82,87545.78
4460,0,0,0,2013,Games & Technology,failed,US,12556525.7,151854344
4,0,0,0,2017,Food,failed,AT,13732.01,163628.93
385,0,0,0,2016,"Arts, Crafts & Phography",failed,CA,51112.86,2101128.06
6,78278.73,55536.65,6,2015,Design,successful,BE,78278.73,55536.65
36,0,0,0,2009,Design,failed,US,17252,126540
24,83787.58,74333.22,24,2014,"Arts, Crafts & Phography",successful,NZ,83787.58,74333.22
50,555672.43,210715.32,50,2016,Games & Technology,successful,NZ,555672.43,210715.32
10,0,0,0,2016,Fashion,failed,IE,8837.55,56188.87
89,0,0,0,2016,"Film, Video & Journalism",failed,SE,72597,2680865.2
15,80567.85,36064.25,15,2017,Fashion,successful,ES,80567.85,36064.25
2,3225.88,2167.2,2,2015,Food,successful,BE,3225.88,2167.2
106,0,0,0,2015,"Dance, Music & Theater",failed,NL,15765.12,820897.17
4,102818.39,62464.99,4,2017,Fashion,successful,NZ,102818.39,62464.99
2894,121805097.16,24279845,2894,2015,Design,successful,US,121805097.16,24279845
78,465497.3,373012.74,78,2015,Food,successful,CA,465497.3,373012.74
114,0,0,0,2015,"Film, Video & Journalism",failed,NL,160125.96,1329966.63
72,259400.53,200686,72,2012,"Dance, Music & Theater",successful,GB,259400.53,200686
355,3328941.71,2741831.72,355,2017,"Film, Video & Journalism",successful,GB,3328941.71,2741831.72
4,13744.93,13524.26,4,2014,Comics & Publishing,successful,NO,13744.93,13524.26
8,29012.95,23660.92,8,2016,"Dance, Music & Theater",successful,AT,29012.95,23660.92
7,142860.1,42772.12,7,2017,"Arts, Crafts & Phography",successful,AT,142860.1,42772.12
15,55421.93,36027.11,15,2016,Comics & Publishing,successful,BE,55421.93,36027.11
69,1151317.97,367460.59,69,2016,Design,successful,IT,1151317.97,367460.59
63,0,0,0,2016,"Dance, Music & Theater",failed,SE,9861.55,271874.26
178,1156391.63,842209.8,178,2017,Comics & Publishing,successful,CA,1156391.63,842209.8
240,5588353.78,1274294.07,240,2015,Design,successful,CA,5588353.78,1274294.07
1951,18367891.47,12627634,1951,2015,Food,successful,US,18367891.47,12627634
18,0,0,0,2015,Fashion,failed,BE,3929.02,199174.48
48,0,0,0,2017,Design,failed,NL,224597.29,1394927.64
3703,147290777.22,49772942,3703,2013,Games & Technology,successful,US,147290777.22,49772942
21,0,0,0,2017,Design,failed,CH,274381.6,1392202.91
214,1433170.14,945681.44,214,2014,Fashion,successful,GB,1433170.14,945681.44
8,12323.94,11400.92,8,2015,"Film, Video & Journalism",successful,IE,12323.94,11400.92
4,41416.59,40208.01,4,2015,Food,successful,NO,41416.59,40208.01
111,0,0,0,2016,"Arts, Crafts & Phography",failed,ES,27652.46,1441872.35
40,0,0,0,2016,Comics & Publishing,failed,NL,8413.03,353458.09
24,0,0,0,2015,Design,failed,AT,24799.98,587144.11
6,0,0,0,2013,"Dance, Music & Theater",failed,NZ,1368.49,13958.82
562,0,0,0,2014,Food,failed,CA,186328.45,7371017.5
696,0,0,0,2014,Fashion,failed,GB,258111.15,6314070.43
2,0,0,0,2016,Design,failed,LU,1439.76,36783.88
84,424751.29,387940.59,84,2016,"Film, Video & Journalism",successful,DE,424751.29,387940.59
28,0,0,0,2016,"Dance, Music & Theater",failed,MX,5068.84,138172.87
371,1195282.93,876453,371,2011,Fashion,successful,US,1195282.93,876453
526,0,0,0,2010,Games & Technology,failed,US,173513.94,2200679.62
5,0,0,0,2016,Food,failed,MX,507.97,101842.44
6,21740.81,15272.72,6,2015,Design,successful,NO,21740.81,15272.72
40,0,0,0,2009,Fashion,failed,US,5762,86295
37,0,0,0,2016,Design,failed,IE,60243.46,1153748.11
1284,21586319.94,17180715,1284,2017,"Film, Video & Journalism",successful,US,21586319.94,17180715
72,0,0,0,2015,Comics & Publishing,failed,SE,109466.45,699533.02
6,39938.2,37693.09,6,2015,"Arts, Crafts & Phography",successful,BE,39938.2,37693.09
13,622241.66,78198.3,13,2017,"Arts, Crafts & Phography",successful,SE,622241.66,78198.3
44,56275.85,43947.25,44,2016,"Dance, Music & Theater",successful,SE,56275.85,43947.25
22,0,0,0,2015,Design,failed,BE,10908.97,330501.82
23,0,0,0,2017,Fashion,failed,NL,46209.19,634699.55
8,0,0,0,2017,Fashion,failed,CH,10471.08,184509.82
246,0,0,0,2013,Games & Technology,failed,CA,524133.68,5237787.5
286,636430.52,522017.69,286,2015,"Dance, Music & Theater",successful,CA,636430.52,522017.69
30,0,0,0,2015,"Arts, Crafts & Phography",failed,CH,21144.51,5267600.13
12868,39129627.26,31418607.07,12868,2012,"Dance, Music & Theater",successful,US,39129627.26,31418607.07
4731,0,0,0,2016,"Arts, Crafts & Phography",failed,US,1470268.03,228363381
30,0,0,0,2015,Food,failed,CH,4442.39,105160630.14
104,0,0,0,2015,Food,failed,NL,47854.46,2575764.3
33,0,0,0,2016,"Film, Video & Journalism",failed,MX,7751.5,464958.8
340,0,0,0,2017,Comics & Publishing,failed,GB,278880.88,3971060.09
8,0,0,0,2013,"Film, Video & Journalism",failed,NZ,428.32,33998.2
3081,10520327.96,8797639.21,3081,2010,"Film, Video & Journalism",successful,US,10520327.96,8797639.21
20,295984.99,98435.88,20,2015,Games & Technology,successful,NO,295984.99,98435.88
28,0,0,0,2016,"Arts, Crafts & Phography",failed,NO,7886.59,134551.37
485,12143891.52,5080888.02,485,2013,Games & Technology,successful,GB,12143891.52,5080888.02
24,58007.1,49917.14,24,2014,Comics & Publishing,successful,NL,58007.1,49917.14
6,0,0,0,2017,Games & Technology,failed,JP,20190.58,142435.65
46,363755.6,289620.64,46,2015,Fashion,successful,NL,363755.6,289620.64
76,729879.78,370472.48,76,2015,"Arts, Crafts & Phography",successful,DE,729879.78,370472.48
83,145437.82,119242,83,2009,Games & Technology,successful,US,145437.82,119242
344,0,0,0,2016,"Film, Video & Journalism",failed,CA,206070.42,11774910.51
32,0,0,0,2015,Comics & Publishing,failed,NO,8980.19,188398.97
94,0,0,0,2016,Games & Technology,failed,NZ,102253.69,2990146.31
11,0,0,0,2017,Comics & Publishing,failed,AT,9292.07,105929.3
90,3267149.24,1060303.08,90,2017,Games & Technology,successful,ES,3267149.24,1060303.08
6,91673.52,75780.09,6,2014,Games & Technology,successful,IE,91673.52,75780.09
168,0,0,0,2016,Design,failed,AU,303421.43,5209572.24
31,48806.63,35947.61,31,2016,"Arts, Crafts & Phography",successful,IE,48806.63,35947.61
17,127093.35,107984.51,17,2017,"Dance, Music & Theater",successful,IE,127093.35,107984.51
7526,0,0,0,2015,Comics & Publishing,failed,US,2319823.73,130870669
21,0,0,0,2017,Comics & Publishing,failed,IE,19580.3,216067.55
6,98255.5,80266.99,6,2015,Design,successful,IE,98255.5,80266.99
191,0,0,0,2016,Design,failed,DE,402905.01,3556241.79
21,0,0,0,2016,Comics & Publishing,failed,CH,24035.79,7935439.66
42,0,0,0,2017,Design,failed,ES,53045.75,1305700.23
16,27847.94,19115.41,16,2014,"Dance, Music & Theater",successful,DK,27847.94,19115.41
18,636303.7,239029.92,18,2017,Games & Technology,successful,DK,636303.7,239029.92
64,0,0,0,2016,"Arts, Crafts & Phography",failed,SE,4105.23,258188.09
4996,0,0,0,2015,Fashion,failed,US,1534583.8,157824676
16,0,0,0,2014,Design,failed,SE,19040.93,326887.57
322,0,0,0,2014,Comics & Publishing,failed,AU,84038.93,1811069.77
9,3843944.37,130254.31,9,2017,Design,successful,AT,3843944.37,130254.31
344,0,0,0,2013,Fashion,failed,GB,181010.01,2401035.54
42,0,0,0,2013,Food,failed,CA,24071.13,304253.95
1444,0,0,0,2017,Food,failed,US,1342743.32,46673363
38,433752.32,226011.62,38,2015,Fashion,successful,FR,433752.32,226011.62
12,267162.01,99324.22,12,2015,Design,successful,CH,267162.01,99324.22
82,0,0,0,2015,Comics & Publishing,failed,ES,10848.68,1462961.97
182,0,0,0,2015,"Arts, Crafts & Phography",failed,NL,21678.92,1468634.57
2,33872.76,32709.13,2,2013,Design,successful,NZ,33872.76,32709.13
6,26187.85,20117.07,6,2016,"Film, Video & Journalism",successful,BE,26187.85,20117.07
5729,24977134.49,19628273,5729,2015,"Dance, Music & Theater",successful,US,24977134.49,19628273
13,0,0,0,2016,Design,failed,NO,4981.08,81903.84
84,719066.86,622480.01,84,2017,"Film, Video & Journalism",successful,CA,719066.86,622480.01
2,13821.15,13620.74,2,2017,Food,successful,AT,13821.15,13620.74
12,0,0,0,2014,Food,failed,DK,177.73,218266.88
210,0,0,0,2016,"Dance, Music & Theater",failed,CA,38242.04,1447937.59
2,115989.05,46144.43,2,2015,Food,successful,CH,115989.05,46144.43
10,23287.56,22427.89,10,2014,"Film, Video & Journalism",successful,NO,23287.56,22427.89
408,3359191.73,2092511.74,408,2017,Comics & Publishing,successful,GB,3359191.73,2092511.74
4202,16212454.55,10796844,4202,2014,"Arts, Crafts & Phography",successful,US,16212454.55,10796844
4977,214078056.96,47252837,4977,2016,Games & Technology,successful,US,214078056.96,47252837
8,78205.31,54485.53,8,2014,"Film, Video & Journalism",successful,SE,78205.31,54485.53
425,8602794.42,3447479.73,425,2016,Design,successful,GB,8602794.42,3447479.73
23,257771.39,122611.55,23,2017,Design,successful,MX,257771.39,122611.55
21,0,0,0,2016,Design,failed,BE,23941.92,711671.7
26,0,0,0,2017,"Film, Video & Journalism",failed,NL,37445.59,652697.17
34,0,0,0,2016,Food,failed,NL,7347.87,1338327.66
25,0,0,0,2016,Food,failed,CH,2102.6,737387.07
484,0,0,0,2016,"Dance, Music & Theater",failed,GB,144022.04,4718233.92
146,494330.52,451329.07,146,2015,"Film, Video & Journalism",successful,AU,494330.52,451329.07
110,971269.69,843440.88,110,2016,Food,successful,GB,971269.69,843440.88
476,0,0,0,2016,Games & Technology,failed,AU,404196.3,20205469.42
16,64729.18,58447.87,16,2017,Food,successful,MX,64729.18,58447.87
452,0,0,0,2016,Games & Technology,failed,IT,473423.73,11171885.22
